coid,year_q,ROA,EPS,ROE,OM,GM,FCF,total_assets,LEV
2247,2025Q4,6.77,18.32,11.31,3.5,11.17,2.4512055484673017,21766554,40.98
2248,2025Q4,8.96,5.32,17.1,14.0,30.73,-7.699828744245927,3026838,45.11
2250,2025Q4,3.58,3.99,5.96,4.79,17.01,0.5629197481244888,3567682,40.99
2301,2025Q4,7.92,6.64,16.71,10.08,22.9,-3.6655282594173464,205687383,56.25
2302,2025Q4,3.12,0.49,4.5,13.85,36.63,2.2025702172761,2606140,30.62
2303,2025Q4,7.45,3.34,10.96,18.5,29.01,6.788354452374628,578996009,34.39
2305,2025Q4,3.04,0.2,3.73,0.98,44.52,-4.634374398415943,3037162,20.87
2308,2025Q4,11.9,23.14,22.46,15.13,34.27,1.526019867981122,639618600,49.13
2312,2025Q4,2.72,1.05,5.79,2.44,6.32,11.381712927153155,118200833,69.02
2313,2025Q4,7.76,5.51,14.22,10.72,18.58,1.7472103764588693,90497033,47.11
2314,2025Q4,-16.55,-6.11,-136.77,-43.97,-1.52,8.106020157670086,3303281,95.9
2316,2025Q4,14.79,13.38,21.59,-13.19,-0.47,65.64874665829082,18426031,31.75
2317,2025Q4,5.17,13.61,11.25,3.2,6.15,-4.31381103063074,5104672223,61.39
2321,2025Q4,0.53,-0.76,-1.27,-0.85,30.12,-10.72284539219668,1225873,63.77
2323,2025Q4,6.76,1.58,9.15,-1.29,23.99,-2.3104392135500964,28822200,32.04
2324,2025Q4,2.21,1.38,5.2,1.4,5.64,-3.0040759649280706,438907277,66.35
2327,2025Q4,6.88,11.51,14.13,22.42,36.21,14.935311924379025,390789155,55.48
2328,2025Q4,3.76,1.56,5.26,5.25,12.22,-24.19639779603934,24056731,28.28
2329,2025Q4,7.08,2.45,12.41,7.68,15.06,6.942128812659573,20714230,46.15
2330,2025Q4,23.59,66.26,35.06,50.83,59.89,10.67007160750973,7933023878,31.16
2331,2025Q4,3.58,1.41,6.99,0.32,10.76,-2.5506457001391216,22851166,52.85
2332,2025Q4,-2.38,-0.9,-3.65,-2.53,24.6,-2.071349791773458,15823509,32.04
2337,2025Q4,-3.76,-1.77,-7.36,-12.8,17.77,-0.5872218598114711,78500385,41.65
2338,2025Q4,-6.43,-4.88,-35.09,-10.08,7.85,-26.514252258329208,17480097,75.14
2340,2025Q4,-8.79,-2.88,-18.35,-29.72,-3.18,-32.964786970483054,14700808,51.93
2342,2025Q4,-2.18,-0.49,-3.2,-4.27,14.87,-2.235522781307943,3148590,25.13
2344,2025Q4,2.32,0.88,2.98,6.19,34.89,-21.112110336294275,192192067,40.62
2345,2025Q4,22.97,47.13,55.93,12.94,18.09,0.0038782089106577725,143231079,59.76
2347,2025Q4,4.77,5.08,11.14,2.08,4.26,6.635511984557667,217423195,61.72
2348,2025Q4,3.4,6.85,11.02,24.48,36.0,-78.04685691723283,47937177,78.06
2349,2025Q4,-0.25,-0.36,-2.04,-1.59,13.69,-80.47268963893356,18234323,48.48
2351,2025Q4,3.12,1.66,4.69,4.87,13.32,-0.5065505563618771,12736429,42.86
2352,2025Q4,1.44,0.64,2.2,1.53,16.84,-2.4319590561880813,205190038,70.55
2353,2025Q4,2.75,1.26,6.35,1.87,10.88,-1.9284462941205036,254613661,61.42
2354,2025Q4,2.04,2.32,2.87,1.57,3.74,-3.5305728676589823,158622021,32.67
2355,2025Q4,2.83,1.6,3.68,3.04,11.5,-2.437879720676424,24166523,28.54
2356,2025Q4,4.26,2.42,12.65,1.84,5.31,-2.3022360676024287,331672115,76.95
2357,2025Q4,8.25,59.99,16.21,5.37,15.11,2.52269443888489,631656719,52.89
2359,2025Q4,2.57,1.23,3.81,1.61,22.66,2.5534840646953723,10101545,37.92
2360,2025Q4,28.3,27.7,41.12,32.49,61.55,-3.8538547871478737,47150052,30.94
2362,2025Q4,1.94,2.05,2.71,7.9,22.39,-18.54357793705301,100810008,56.99
2363,2025Q4,4.3,1.53,4.64,-3.37,31.12,-67.53687856287776,20451927,9.97
2364,2025Q4,15.15,4.2,31.1,13.27,39.81,3.244875704216087,1517520,46.59
2365,2025Q4,2.1,0.32,2.26,5.51,40.98,-13.699072107687785,3539959,12.63
2367,2025Q4,2.49,0.68,3.79,2.81,14.86,1.0680798427974587,24798873,48.15
2368,2025Q4,16.26,19.48,35.06,23.4,32.8,-50.35509066074507,75746348,55.8
2369,2025Q4,-5.28,-1.05,-8.0,-8.18,-1.58,-8.030908098761785,7596552,34.46
2371,2025Q4,-7.18,-5.2,-17.2,4.24,16.95,-110.69856260949962,145842760,62.87
2373,2025Q4,5.69,3.87,10.59,8.04,45.4,-2.9924540890719165,17823589,50.73
2374,2025Q4,6.74,2.44,9.61,8.88,25.19,-4.055308125414131,12389005,32.96
2375,2025Q4,3.02,3.73,4.14,8.83,20.01,1.7721335745028863,14555292,32.18
2376,2025Q4,10.54,18.2,22.85,4.98,10.44,-0.46159894992302153,156125596,60.8
2377,2025Q4,5.38,6.8,10.7,2.78,10.95,-1.043402583306944,120954606,54.86
2379,2025Q4,12.18,28.77,28.06,11.7,50.02,-4.771300647061926,129903363,59.81
2380,2025Q4,2.94,0.72,9.18,2.18,30.54,-13.290380732258763,2493095,77.52
2382,2025Q4,7.28,19.45,31.18,4.12,6.98,-4.324571182662167,1343111743,80.96
2383,2025Q4,16.33,41.67,34.25,20.27,29.83,-4.000669470086024,107912536,53.26
2385,2025Q4,7.54,9.05,14.38,8.33,18.03,-6.183603814424068,100995225,48.23
2387,2025Q4,3.36,3.47,5.44,5.63,14.41,-5.891757824418214,20132352,42.01
2388,2025Q4,0.33,0.12,0.4,-13.11,22.5,6.430601210483862,35941623,36.58
2390,2025Q4,-0.88,-0.14,-1.17,-4.94,21.08,9.906907048634872,2707099,14.21
2392,2025Q4,-14.07,-6.62,-58.55,-17.26,-7.47,19.11097784955123,122037988,79.6
2393,2025Q4,7.03,4.6,9.99,12.54,31.08,-3.3013752415018174,29599234,30.71
2395,2025Q4,14.34,12.25,19.66,16.32,39.78,-0.12072711470398337,75717524,27.3
2397,2025Q4,3.14,2.49,5.7,4.78,26.02,5.062212421939667,12356077,53.85
2399,2025Q4,1.0,0.15,1.2,-8.77,6.46,-4.084208543305232,2625402,16.17
2401,2025Q4,0.69,-0.37,0.62,-1.51,46.57,-6.226204465727416,13999460,24.34
2402,2025Q4,5.85,2.47,10.47,8.43,19.07,-41.32305258850536,15390945,51.87
2404,2025Q4,14.63,48.08,54.22,16.62,20.02,-1.655695459374295,78822962,76.06
2405,2025Q4,-1.7,-0.2,-2.19,-5.28,36.76,1.1749106927611825,4389407,18.11
2406,2025Q4,-4.52,-0.92,-10.04,-7.86,9.86,-4.429892984430005,16466551,49.11
2408,2025Q4,3.41,2.13,3.94,7.87,22.51,14.881158523378613,208452718,18.19
2409,2025Q4,2.44,0.9,4.32,-0.38,11.5,10.643748520759452,382023047,57.11
2412,2025Q4,7.63,4.99,10.14,20.56,36.83,7.164903611075777,535871951,25.21
2413,2025Q4,1.84,0.41,2.64,0.73,15.2,3.0263800044821774,4162773,51.61
2414,2025Q4,5.99,3.17,13.27,2.53,7.94,0.6815124833572423,10343738,57.54
2415,2025Q4,2.67,1.81,6.89,14.63,26.6,14.828508268092788,9895154,68.79
2417,2025Q4,0.77,-0.19,0.71,0.44,55.66,7.965205957468329,5713132,31.82
2419,2025Q4,1.36,-0.36,1.35,1.5,18.81,9.908243571609908,10994047,44.44
2420,2025Q4,10.92,3.91,15.03,29.21,45.92,1.4105338899326711,5609370,28.76
2421,2025Q4,13.56,7.94,25.77,15.04,31.06,-6.533750090484451,17426528,49.0
2423,2025Q4,11.66,2.92,14.68,18.21,52.93,-7.966946487832019,3738017,20.71
2424,2025Q4,-12.83,-1.34,-23.33,-59.03,17.96,-16.184141177325845,493527,32.33
2425,2025Q4,-2.17,-0.32,-3.66,-0.44,6.99,-7.3761371051817415,5036155,42.96
2426,2025Q4,-1.45,-0.25,-2.0,-1.63,12.38,7.373464387785435,4634324,18.66
2427,2025Q4,4.58,1.53,9.43,5.45,23.95,4.409431201860979,7018284,53.12
2428,2025Q4,9.33,11.76,13.56,25.05,40.15,-31.75297415141688,16576913,31.95
2429,2025Q4,-7.39,-1.4,-14.82,-28.11,3.18,15.592755311411628,1749449,55.21
2430,2025Q4,1.08,0.7,1.82,0.8,15.05,5.844323945313361,12825702,65.63
2431,2025Q4,-16.08,-2.1,-18.98,-53.07,-23.52,-160.16289883894365,1296517,16.13
2433,2025Q4,6.7,3.05,10.95,15.24,35.96,3.019295435193604,7330443,44.01
2434,2025Q4,0.61,0.02,0.16,-136.32,-17.48,-337.0555152394775,703522,32.99
2436,2025Q4,9.63,3.02,13.89,6.69,29.89,10.06701545105473,6132827,32.27
2438,2025Q4,-8.54,-2.38,-26.43,-15.46,34.65,-39.39289921440441,1804299,68.73
2439,2025Q4,4.58,5.36,9.48,3.14,12.09,-0.3228799620753348,44794569,57.39
2440,2025Q4,-0.16,-0.23,-2.33,0.3,3.8,-1.4786940146037273,2827889,44.25
2441,2025Q4,9.05,4.31,10.52,16.17,20.2,0.08030806639824374,28029002,13.82
2442,2025Q4,9.02,5.24,34.54,26.54,33.74,13.679806530794272,25427858,69.29
2444,2025Q4,-9.47,-1.9,-22.03,-15.54,4.19,3.583177228491799,1825127,56.38
2449,2025Q4,8.68,9.01,16.83,25.77,35.85,-95.3986251978295,101177951,50.15
2450,2025Q4,4.32,1.72,6.89,1.01,10.46,0.8556504127669359,10693534,39.69
2451,2025Q4,23.39,12.98,25.99,38.27,46.82,4.3253874233722165,26226228,12.22
2453,2025Q4,6.88,3.12,14.0,4.75,25.16,0.11695409551750938,4510592,50.19
2454,2025Q4,14.79,66.16,26.07,17.36,47.5,38.347668365803635,743784805,44.98
2455,2025Q4,11.99,2.97,16.54,19.8,36.09,-0.9991777729840587,4676655,29.55
2457,2025Q4,-3.96,-1.48,-6.69,-6.12,21.06,-3.2638016351759336,13973195,35.79
2458,2025Q4,15.17,8.53,22.56,24.19,48.65,1.646248393667334,15571696,32.86
2459,2025Q4,6.3,5.17,9.2,13.14,28.42,-73.07064473243366,9368358,34.84
2460,2025Q4,-8.62,-3.0,-28.78,-13.73,-0.25,-6.437149955164862,4972570,69.65
2461,2025Q4,-1.25,-0.61,-3.51,-0.54,20.7,29.051519043937656,8007275,52.58
2462,2025Q4,1.1,0.27,1.17,2.51,13.14,-62.17203293830603,5860766,37.38
2464,2025Q4,-1.07,-0.84,-3.29,-1.13,18.63,-32.84775749593758,11294906,55.68
2465,2025Q4,2.82,0.43,5.7,1.95,9.82,-52.76828876671114,1499262,27.52
2466,2025Q4,2.12,0.25,2.13,-29.91,0.5,-109.84954229000574,4282829,53.13
2467,2025Q4,7.26,5.5,14.59,14.47,43.32,-28.09373202167274,15313208,54.36
2468,2025Q4,4.1,1.25,6.92,3.2,9.87,11.931835050322121,2391323,46.67
2471,2025Q4,11.54,3.63,18.35,17.93,43.4,1.5230758021648712,1542860,38.55
2472,2025Q4,11.69,8.73,15.39,20.28,32.04,-19.94011270456294,18207655,24.22
2474,2025Q4,3.55,11.33,4.72,16.63,31.64,151.10098183629216,228017620,35.88
2476,2025Q4,8.41,4.36,11.4,16.81,30.63,-12.972409370372523,13134811,27.19
2477,2025Q4,3.47,1.68,5.5,5.58,25.55,-47.982805478787796,8304979,45.43
2478,2025Q4,5.11,3.45,7.04,11.51,22.82,-1.0661394433671307,10191449,30.0
2480,2025Q4,11.24,8.0,24.46,11.87,24.3,1.8476157843641139,8063573,56.34
2481,2025Q4,5.39,3.12,8.79,8.49,31.26,10.955311568593293,29519292,45.37
2482,2025Q4,-5.95,-1.09,-7.17,-19.48,42.41,5.2624654650703855,1318940,17.59
2483,2025Q4,1.87,0.6,2.56,-6.56,9.17,-16.300802479181613,4160459,38.31
2484,2025Q4,2.35,0.65,2.77,3.29,17.51,0.2035468667555023,4678398,19.26
2485,2025Q4,-4.93,-0.96,-6.14,-14.48,4.3,-4.693207678509277,6542374,19.22
2486,2025Q4,1.27,0.22,1.29,1.96,14.22,-4.866555104116063,12388193,55.75
2488,2025Q4,9.51,4.56,13.16,11.46,22.93,-13.03831805084665,3805522,26.22
2489,2025Q4,3.85,1.22,5.89,1.77,9.71,-3.851624916868414,21491815,37.0
2491,2025Q4,7.09,1.43,8.02,-77.49,26.52,-114.77657587388903,1680808,20.68
2492,2025Q4,3.38,4.74,4.96,5.78,17.28,-24.590026681061655,104426692,39.87
2493,2025Q4,11.27,4.36,17.29,18.2,30.34,-0.5713456696713276,5391176,39.8
2495,2025Q4,4.73,1.13,6.68,5.31,43.08,4.606036219650516,7367016,37.73
2496,2025Q4,8.02,6.12,12.84,15.89,53.46,9.972240752297132,1488242,40.07
2497,2025Q4,6.89,2.37,11.8,10.03,25.59,-7.823833095340177,4339260,45.72
2498,2025Q4,14.62,7.21,25.09,-119.01,35.89,300.76802220836475,38454709,30.84
2501,2025Q4,4.06,2.83,10.42,17.06,27.76,42.97759828165007,90890754,63.83
2504,2025Q4,9.11,3.3,14.33,22.52,27.42,26.168984630950842,46657753,39.27
2505,2025Q4,4.21,2.37,8.45,17.49,28.3,4.0189366809562435,22713898,51.28
2506,2025Q4,1.03,0.02,0.95,2.93,45.28,-109.70251442855567,14642259,33.61
2509,2025Q4,-0.39,-0.8,-4.02,-36.93,30.6,-24.98436078252957,13631981,69.15
2511,2025Q4,1.66,0.33,1.92,5.65,27.68,24.26327421868806,47147458,44.97
2514,2025Q4,3.01,1.85,5.07,4.9,13.31,-4.7297361960055175,38906408,46.02
2515,2025Q4,1.28,0.4,2.8,4.59,7.64,-17.67064783719965,67732475,66.44
2516,2025Q4,3.83,1.23,14.5,2.17,4.01,-0.005461235467993747,7973687,74.27
2520,2025Q4,4.23,2.61,8.11,13.58,22.46,-24.389463609853415,64841732,54.44
2524,2025Q4,2.32,1.71,3.02,31.51,45.69,560.8791645453304,39900005,47.3
2527,2025Q4,1.55,0.93,1.42,2.68,48.38,-889.9957656168084,32975648,46.88
2528,2025Q4,6.24,3.65,20.45,15.6,20.06,4.938844420176638,22460030,64.87
2530,2025Q4,5.82,2.03,16.11,33.92,40.96,1100.77477503092,30697775,66.43
2534,2025Q4,3.7,2.06,6.58,25.29,40.86,585.8595758943031,31612069,52.38
2535,2025Q4,5.97,6.5,16.09,7.83,11.3,-5.918290983419937,30521681,65.0
2536,2025Q4,3.12,3.19,8.17,15.12,21.08,0.2441392810117378,41222099,67.05
2537,2025Q4,0.66,0.15,0.99,12.9,26.18,38.07806321109444,18524124,76.06
2538,2025Q4,1.64,0.35,2.64,9.29,83.52,-105.59079009343542,17734068,67.76
2539,2025Q4,12.9,3.46,25.62,36.09,40.99,-4.473411639773427,32480774,44.86
2540,2025Q4,2.05,0.69,4.49,9.04,20.61,-91.36715352231994,60324383,72.77
2542,2025Q4,2.29,2.1,8.66,20.71,29.91,22.674471537620434,276204028,77.18
2543,2025Q4,8.26,2.69,16.73,14.65,18.7,-0.8180157300608324,20431423,49.45
2545,2025Q4,2.37,1.92,4.76,24.22,40.45,211.3083143693108,60317627,75.23
2546,2025Q4,8.82,9.52,21.85,6.67,8.52,0.26738922772836127,15179338,60.25
2547,2025Q4,5.88,2.85,21.55,18.5,50.66,-41.44551944200126,63482993,75.74
2548,2025Q4,6.08,10.15,14.98,21.82,28.22,1.962224472450684,54257081,58.67
2596,2025Q4,3.08,1.86,7.52,17.48,26.15,100.08035611790666,6322190,61.03
2597,2025Q4,14.55,10.75,33.53,13.64,17.41,-0.8482436337136712,26941028,59.06
2601,2025Q4,0.25,-1.63,-0.92,3.27,14.52,336.1818260789831,11781296,36.79
2603,2025Q4,8.21,31.68,11.82,19.55,24.45,8.03665760783471,894332176,34.45
2605,2025Q4,4.11,1.45,4.74,18.06,26.03,-19.759826670090824,22014034,20.66
2606,2025Q4,5.36,4.31,9.18,23.67,28.65,-19.6088696762896,87421021,55.53
2607,2025Q4,6.77,3.56,8.81,11.92,21.65,55.24997192528382,42308180,27.05
2608,2025Q4,5.01,1.97,8.38,11.88,17.88,9.741150895946534,24590245,46.3
2609,2025Q4,4.34,4.9,5.2,9.06,14.92,-9.298525590396943,454228370,28.1
2610,2025Q4,5.45,2.42,16.75,9.96,17.8,-12.47220102041909,354823917,71.1
2611,2025Q4,3.06,0.52,3.81,1.7,31.65,79.71326327233194,4026659,28.01
2612,2025Q4,5.4,5.46,7.93,22.44,32.72,-10.864563469032419,26321354,48.61
2613,2025Q4,2.48,1.14,4.87,10.41,16.97,-47.60833328424934,10217004,67.56
2614,2025Q4,4.24,1.99,10.52,8.83,33.71,-37.251885398984875,21299643,69.97
2615,2025Q4,8.04,11.21,11.72,23.66,28.16,4.699135051917974,409253666,32.62
2616,2025Q4,-9.02,-6.25,-25.58,-9.85,6.93,1.9357730808538154,8407571,68.07
2617,2025Q4,5.79,3.18,7.35,36.88,41.74,13.406187497340314,26408554,32.45
2618,2025Q4,8.61,4.84,19.73,16.44,23.43,1.8982112624953398,364821777,59.65
2630,2025Q4,4.18,1.0,5.98,5.33,10.35,-0.2444052435765004,5716870,37.92
2633,2025Q4,3.07,1.17,9.09,39.34,43.26,26.52368570744957,380802516,80.89
2634,2025Q4,2.05,0.78,4.06,3.3,7.14,6.199536841909319,53924629,66.91
2636,2025Q4,5.54,7.74,10.49,3.6,16.02,-6.963877253645682,22521324,55.37
2637,2025Q4,5.8,5.27,7.83,23.9,25.01,18.21665594213625,81233815,40.67
2640,2025Q4,13.02,9.01,23.61,20.87,49.96,-1.4455241656148876,4304669,47.12
2641,2025Q4,6.72,2.01,8.05,35.92,41.57,46.446385292109106,15042049,41.37
2642,2025Q4,-2.0,-1.04,-4.85,-3.95,6.91,0.3044365131009581,4044690,49.26
2643,2025Q4,7.69,6.3,11.14,4.02,7.43,-2.21734376306796,3052277,34.63
2645,2025Q4,9.26,5.46,15.26,16.51,20.33,4.703884277799015,23523594,42.35
2646,2025Q4,1.06,0.09,0.89,3.72,15.22,-30.036026257878902,137297560,77.13
2701,2025Q4,2.59,0.56,2.99,63.47,78.86,-17.317745918727347,9637823,13.22
2702,2025Q4,1.58,-0.35,-1.65,7.82,87.06,166.34001073937296,6680609,51.59
2704,2025Q4,0.74,0.57,0.79,-1.09,28.93,104.50603427567984,33275917,23.05
2705,2025Q4,1.97,0.87,3.37,6.58,32.69,27.194663186049254,15794956,68.17
2706,2025Q4,2.8,0.65,3.21,69.37,78.23,-14.471355776815981,11659390,13.18
2707,2025Q4,14.18,11.42,31.55,25.02,32.66,5.205383966826483,10204353,57.42
2712,2025Q4,-1.71,-0.38,-3.86,-7.17,19.16,33.372018686992874,1674223,38.7
2718,2025Q4,20.72,16.94,25.8,58.14,66.95,123.13325500364638,7901488,20.7
2719,2025Q4,-0.72,-0.15,-1.42,-1.43,5.21,4.803480028842631,1084915,34.79
2722,2025Q4,-1.99,-0.49,-3.2,-16.13,31.93,-57.15710461393103,3601675,27.95
2723,2025Q4,-1.84,-2.47,-4.07,3.73,59.45,0.12053559791077781,17436857,42.09
2724,2025Q4,-2.27,-0.2,-2.91,-20.83,14.16,32.00111482720178,521850,12.64
2726,2025Q4,-13.11,-3.55,-25.61,-19.2,60.68,-94.6997878936205,657105,41.0
2727,2025Q4,8.64,16.02,27.08,7.8,47.46,15.402398728344089,17389627,70.99
2729,2025Q4,5.13,6.76,11.35,6.03,50.89,12.917963380880268,6336717,61.07
2731,2025Q4,14.56,17.49,35.11,6.02,16.84,-0.9835708760014161,12524172,58.2
2732,2025Q4,1.89,1.09,2.81,3.26,51.63,-28.91457398334989,6123531,64.01
2734,2025Q4,-7.09,-1.42,-11.79,-0.99,14.03,-4.193430718649522,1034140,36.65
2736,2025Q4,-5.38,-1.83,-10.61,-24.04,45.4,1.6301689251431002,2423493,39.61
2739,2025Q4,2.78,2.36,13.7,7.81,39.87,17.35962872961564,11833305,86.36
2740,2025Q4,-29.69,-3.19,-51.64,-25.5,39.89,-7.472262421611192,117730,31.9
2743,2025Q4,6.33,3.94,16.65,5.16,12.34,0.07455475520805491,2994226,60.72
2745,2025Q4,13.98,10.01,37.15,5.3,13.28,0.25982138989396025,2683255,63.83
2748,2025Q4,4.88,2.17,7.65,11.72,32.13,-0.08133875396636145,4986679,39.07
2751,2025Q4,9.2,4.57,19.49,5.95,48.2,6.340337095167323,1250913,60.2
2752,2025Q4,17.0,15.04,29.13,12.33,51.88,5.307050938061617,2464191,42.96
2753,2025Q4,11.71,12.84,20.75,12.26,35.97,-43.64635127849159,8226390,49.51
2754,2025Q4,3.12,2.35,6.41,4.61,40.77,3.6168605834978393,5038373,65.25
2755,2025Q4,12.02,6.44,25.02,9.7,27.4,4.586513277897159,2227307,52.62
2756,2025Q4,8.2,3.93,17.19,8.43,53.41,90.24493687829558,1396342,58.08
2762,2025Q4,3.28,3.75,13.58,5.99,17.29,21.22132429523617,18735425,84.56
2801,2025Q4,0.54,1.51,8.43,,,,3377011238,93.48
2812,2025Q4,0.91,1.53,10.42,,,,1014512326,90.96
2816,2025Q4,4.28,4.66,13.56,11.61,33.55,,25456823,68.38
2820,2025Q4,0.69,1.34,6.77,,,,265121855,89.5
2832,2025Q4,4.92,3.91,10.31,21.12,43.77,,25619685,53.78
2834,2025Q4,0.5,1.26,8.79,,,,2509012785,94.14
2836,2025Q4,0.36,0.68,4.94,,,,355836198,92.49
2838,2025Q4,0.59,1.28,7.29,,,,1057688027,91.74
2845,2025Q4,0.48,0.93,6.36,,,,873710892,92.01
2849,2025Q4,0.41,0.79,4.37,,,,388247298,90.69
2850,2025Q4,6.63,12.28,19.4,21.74,40.74,,62427350,66.77
2851,2025Q4,4.98,3.66,13.77,14.72,17.64,,59835174,63.72
2852,2025Q4,4.41,2.92,9.86,14.27,34.4,,20216971,54.73
2855,2025Q4,2.83,3.0,12.89,26.44,79.37,-92.90741693899366,249775631,84.2
2867,2025Q4,0.11,0.2,2.88,0.48,5.82,,1659268553,97.57
2880,2025Q4,0.62,1.9,11.57,,,,4324086459,94.53
2881,2025Q4,0.97,8.37,12.32,,,,12875478154,92.25
2882,2025Q4,0.77,7.06,11.69,,,,14341618353,93.48
2883,2025Q4,0.75,1.74,9.47,,,,4120134796,92.05
2884,2025Q4,0.8,2.12,13.05,,,,4516533203,93.95
2885,2025Q4,0.98,2.74,11.18,,,,4292144271,91.42
2886,2025Q4,0.72,2.36,9.26,,,,5111255144,92.32
2887,2025Q4,0.62,1.91,10.48,,,,8775492192,94.48
2889,2025Q4,0.67,0.63,5.54,,,,448459426,87.94
2890,2025Q4,0.79,1.97,11.55,,,,3694233641,93.01
2891,2025Q4,0.91,4.08,15.54,,,,9331086670,94.11
2892,2025Q4,0.55,1.87,9.61,,,,5041753713,94.2
2897,2025Q4,0.45,0.61,4.99,,,,701299097,90.76
2901,2025Q4,2.67,0.38,3.14,16.2,85.21,14.733969986357435,1080364,18.15
2903,2025Q4,2.67,1.56,6.97,12.33,57.78,20.820776447032916,140551428,74.13
2904,2025Q4,4.52,0.98,5.95,16.32,31.28,55.330506665039806,1792602,28.06
2905,2025Q4,0.12,0.71,3.68,27.27,35.64,17.821268650179707,1691705033,97.11
2906,2025Q4,2.99,0.47,4.6,3.95,29.46,-32.56346377276729,13099305,49.92
2908,2025Q4,0.98,0.23,-0.66,0.48,25.35,9.783891529485892,38414243,77.17
2910,2025Q4,4.19,1.23,7.85,53.85,88.16,63.70237333600549,6372796,56.73
2911,2025Q4,8.86,2.15,32.11,-24.16,36.13,19.49881295195801,2689156,67.69
2912,2025Q4,5.33,10.78,25.41,3.97,34.37,6.365312486958365,292630628,81.91
2913,2025Q4,-0.06,-0.15,-0.93,-4.11,38.6,-126.25019733848426,21334869,41.79
2915,2025Q4,8.49,9.29,9.39,6.46,42.61,77.3867332689249,118801372,11.16
2916,2025Q4,12.3,3.96,15.79,14.21,54.02,0.6090915755092732,2133182,23.48
2923,2025Q4,-3.71,-3.62,-12.24,-96.39,50.17,-124.99700327224778,117466150,60.3
2924,2025Q4,-6.33,-1.17,-12.04,-92.51,26.97,-3.1570173306011875,959687,50.54
2926,2025Q4,1.45,0.54,4.06,-0.18,38.78,22.094899519917107,15973568,96.12
2929,2025Q4,-4.7,-1.68,-6.48,-10.97,8.55,-26.511274530884904,3792574,27.73
2937,2025Q4,5.34,4.06,16.43,4.35,22.1,-0.4555724521213205,3649779,69.19
2939,2025Q4,-18.29,-3.68,-25.96,-52.89,8.69,-8.971787156340817,814836,30.95
2941,2025Q4,5.84,2.35,9.88,4.68,63.71,7.517827036597138,649217,44.54
2945,2025Q4,2.63,2.14,6.48,1.15,27.32,3.681595153620376,6299291,65.55
2947,2025Q4,3.06,3.17,8.59,3.93,39.54,9.080939868976376,3005202,73.52
2948,2025Q4,4.12,2.14,6.32,5.77,42.47,1.5520254635279875,2383506,56.48
2949,2025Q4,4.72,3.63,9.46,2.44,11.64,1.251790350682985,2693074,54.66
3002,2025Q4,1.73,0.36,2.27,-6.35,18.3,-43.62430315432926,1894197,25.18
3003,2025Q4,2.16,0.99,2.55,6.6,22.17,-12.656844228320413,8135980,19.26
3004,2025Q4,5.26,5.85,10.4,11.67,24.45,-68.58952803289829,8057785,54.84
3005,2025Q4,11.47,8.43,19.39,15.71,31.81,-12.288246771014753,50147250,41.55
3006,2025Q4,1.8,0.87,2.39,2.36,17.05,20.23707238201199,16796952,39.49
3008,2025Q4,9.86,159.41,11.46,38.53,50.43,-11.860652176943127,220787020,13.55
3010,2025Q4,5.26,8.84,10.29,3.99,8.08,-0.42399620819971323,56879126,54.23
3011,2025Q4,-10.15,-2.55,-20.42,-43.47,5.28,-513.3374172996814,2619006,48.8
3013,2025Q4,9.14,4.03,17.14,10.61,18.55,-1.5058421963791049,9633745,46.01
3014,2025Q4,17.06,9.51,22.22,26.0,55.14,-3.449930256848565,9160557,22.96
3015,2025Q4,1.91,1.86,2.64,1.09,17.39,-1.6438389866548573,19154309,32.38
3016,2025Q4,0.56,0.07,0.41,0.46,7.88,-0.7068946410492882,6903047,28.44
3017,2025Q4,16.49,49.17,49.86,19.73,25.81,-0.9181307831237767,160136525,68.42
3018,2025Q4,-9.98,-2.16,-25.23,-40.12,-7.39,-297.74209217091806,1250673,55.05
3019,2025Q4,8.09,6.6,12.39,8.56,18.78,-7.36491351446113,27408122,36.49
3021,2025Q4,1.27,0.33,1.66,3.3,15.56,-4.436763109428419,3241108,48.96
3022,2025Q4,5.47,4.63,7.29,8.76,33.46,12.221332933153253,15117916,24.73
3023,2025Q4,10.06,13.02,19.39,10.5,23.99,-11.494108772731808,31989134,48.46
3024,2025Q4,1.82,0.28,2.53,7.62,24.5,35.76782843037344,4748429,37.09
3025,2025Q4,16.69,3.45,22.21,28.99,68.11,-0.7722819331724793,1285866,31.07
3026,2025Q4,6.93,6.58,9.87,8.03,18.77,2.3198567131377015,16188432,35.76
3027,2025Q4,-4.23,-1.06,-6.13,-3.22,17.37,-33.24467056425819,2847523,19.41
3028,2025Q4,4.91,3.15,11.92,3.16,7.31,-1.3167949287963912,23430063,73.1
3029,2025Q4,9.21,6.53,18.56,6.01,12.18,0.27254299536870147,15158591,53.78
3030,2025Q4,22.25,10.49,27.72,35.34,58.35,-2.357739982703949,12156354,21.0
3031,2025Q4,5.28,1.09,6.13,8.26,29.12,-12.394168823838534,3542721,15.21
3032,2025Q4,-6.23,-7.93,-28.48,9.08,21.85,26.554366955449186,20395927,83.23
3033,2025Q4,3.89,1.81,7.99,1.65,4.28,-0.7956747737713407,44154976,75.73
3034,2025Q4,16.37,26.87,24.1,18.12,37.66,-0.6255366289540496,97366009,30.43
3035,2025Q4,4.19,2.81,5.73,3.07,27.0,11.655447759067727,18932246,28.54
3036,2025Q4,3.74,11.61,12.23,1.77,4.04,-3.9145483177692357,527560190,77.64
